0,91,70
1,92,70
2,92,70
3,92,70
4,92,69
5,92,69
6,92,69
7,92,69
8,92,69
9,92,69
10,93,68
11,93,68
12,93,67
13,93,67
14,94,66
15,94,65
16,94,65
17,95,64
18,95,64
19,95,64
20,96,63
21,96,63
22,97,62
23,97,61
24,98,61
25,98,60
26,98,60
27,99,59
28,99,59
29,99,59
30,100,58
31,100,58
32,100,58
33,100,58
34,100,58
35,101,58
36,101,58
37,101,59
38,100,59
39,100,59
40,99,60
41,98,60
42,96,61
43,94,62
44,91,62
45,89,63
46,86,64
47,83,65
48,80,66
49,77,67
50,74,68
51,72,70
52,69,71
53,67,72
54,65,72
55,65,72
56,65,72
57,66,72
58,67,72
59,69,72
60,70,72
61,71,72
62,71,72
63,72,72
64,72,72
65,71,72
66,71,72
67,71,71
68,71,71
69,71,71
70,71,71
71,72,70
72,72,69
73,73,68
74,74,66
75,74,65
76,75,64
77,76,63
78,78,62
79,80,61
80,82,60
81,84,59
82,87,58
83,89,58
84,92,58
85,95,57
86,98,57
87,101,57
88,103,57
89,106,57
90,108,57
91,110,56
92,111,56
93,112,56
94,113,56
95,113,56
96,113,56
97,112,56
98,111,57
99,110,57
100,108,58
101,106,59
102,104,60
103,101,60
104,98,60
105,96,60
106,93,60
107,91,60
108,89,60
109,87,60
110,86,60
111,85,59
112,84,59
113,83,59
114,82,59
115,82,58
116,82,58
117,81,58
118,81,58
119,81,58
120,81,58
121,80,59
122,80,59
123,80,59
124,80,59
125,80,58
126,80,58
127,80,58
128,80,58
129,80,58
130,80,58
131,80,58
132,80,58
133,79,58
134,80,58
135,80,58
136,80,58
137,81,58
138,81,58
139,82,58
140,83,58
141,83,58
142,84,57
143,85,57
144,85,57
145,86,57
146,86,57
147,86,57
148,86,57
149,86,57
150,86,57
151,86,57
152,86,57
153,86,57
154,86,57
155,86,57
156,86,57
157,86,57
158,86,57
159,86,57
160,86,58
161,86,58
162,86,59
163,86,59
164,87,59
165,87,60
166,87,60
167,87,60
168,87,60
169,87,61
170,88,61
171,88,63
172,88,63
173,89,64
174,89,64
175,89,64
176,89,65
177,90,65
178,90,64
179,90,64
180,91,64
181,91,64
182,92,63
183,93,63
184,94,63
185,94,64
186,95,64
187,97,65
188,98,66
189,100,66
190,103,68
191,104,69
192,106,70
193,108,71
194,109,72
195,111,73
196,113,74
197,115,75
198,117,76
199,119,77
200,119,79
201,121,79
202,122,80
203,123,79
204,123,79
205,125,77
206,125,76
207,125,73
208,125,71
209,123,69
210,120,67
211,115,65
212,111,63
213,106,62
214,100,60
215,95,60
216,90,59
217,86,59
218,82,58
219,78,58
220,75,58
221,73,58
222,71,59
223,69,59
224,68,60
225,68,60
226,68,61
227,69,61
228,70,62
229,72,63
230,75,64
231,78,65
232,81,66
233,84,67
234,86,68
235,89,68
236,91,68
237,92,69
238,94,69
239,95,69
240,97,69
241,97,68
242,98,68
243,99,68
244,99,68
245,99,68
246,99,67
247,98,66
248,97,66
249,96,65
250,95,65
251,94,64
252,93,64
253,92,64
254,91,64
255,90,63
256,90,63
