0,91,70
1,90,69
2,90,69
3,91,69
4,91,68
5,91,68
6,91,68
7,90,67
8,90,67
9,91,67
10,91,67
11,91,66
12,92,66
13,91,64
14,92,64
15,92,62
16,92,61
17,94,60
18,94,60
19,94,59
20,95,58
21,96,58
22,98,58
23,99,57
24,98,56
25,99,55
26,99,54
27,99,53
28,100,53
29,99,53
30,100,52
31,100,52
32,101,51
33,101,51
34,102,50
35,100,51
36,100,52
37,101,52
38,101,51
39,100,53
40,99,54
41,99,54
42,97,55
43,95,56
44,91,57
45,87,58
46,85,60
47,82,61
48,79,63
49,76,64
50,72,66
51,70,67
52,68,67
53,59,70
54,55,70
55,52,70
56,50,71
57,47,72
58,45,73
59,42,74
60,40,75
61,37,75
62,35,76
63,32,77
64,30,78
65,27,79
66,24,79
67,62,67
68,62,67
69,62,67
70,62,67
71,62,67
72,61,67
73,66,63
74,67,62
75,69,60
76,70,57
77,72,55
78,74,53
79,77,51
80,80,50
81,84,50
82,87,48
83,90,47
84,94,47
85,98,46
86,100,46
87,105,46
88,107,47
89,109,46
90,113,46
91,115,45
92,116,46
93,119,45
94,121,45
95,123,44
96,125,44
97,128,43
98,130,43
99,132,42
100,115,50
101,116,50
102,117,50
103,118,50
104,104,53
105,103,53
106,95,52
107,92,52
108,89,52
109,88,52
110,86,51
111,84,50
112,82,50
113,81,49
114,80,48
115,79,48
116,78,48
117,78,47
118,77,48
119,77,48
120,77,48
121,76,49
122,77,49
123,77,50
124,76,50
125,77,49
126,77,48
127,76,48
128,76,48
129,77,48
130,77,48
131,76,49
132,75,49
133,75,49
134,75,48
135,75,48
136,76,48
137,76,48
138,77,49
139,78,48
140,78,48
141,78,48
142,81,48
143,81,48
144,82,48
145,83,48
146,84,48
147,84,48
148,85,48
149,84,48
150,85,47
151,85,47
152,85,47
153,86,47
154,86,47
155,86,47
156,85,48
157,85,48
158,84,48
159,84,48
160,84,48
161,84,48
162,84,51
163,85,51
164,85,52
165,85,52
166,85,53
167,85,54
168,86,54
169,86,54
170,86,55
171,87,57
172,87,58
173,88,60
174,88,60
175,88,61
176,88,61
177,88,61
178,89,61
179,88,60
180,89,60
181,90,61
182,91,60
183,92,61
184,94,59
185,94,61
186,96,60
187,96,62
188,97,62
189,101,64
190,101,65
191,105,68
192,109,69
193,110,70
194,112,73
195,114,74
196,117,75
197,119,76
198,120,78
199,122,79
200,123,80
201,125,81
202,126,82
203,128,83
204,130,84
205,131,85
206,133,86
207,134,87
208,136,88
209,137,89
210,139,90
211,141,91
212,115,58
213,110,58
214,105,56
215,97,56
216,92,55
217,86,54
218,80,54
219,75,53
220,70,52
221,67,52
222,65,53
223,63,54
224,62,54
225,60,54
226,60,54
227,62,56
228,63,58
229,66,59
230,70,60
231,73,63
232,72,63
233,80,66
234,83,68
235,84,69
236,84,69
237,85,70
238,85,71
239,86,72
240,86,73
241,98,68
242,100,68
243,100,67
244,101,67
245,100,67
246,101,66
247,100,65
248,99,64
249,98,62
250,97,62
251,95,62
252,94,61
253,91,60
254,91,60
255,90,60
256,89,60
