0,91,70
1,90,69
2,89,69
3,87,69
4,88,68
5,87,69
6,86,68
7,85,66
8,85,68
9,85,67
10,85,67
11,84,67
12,86,69
13,87,65
14,85,65
15,85,64
16,86,65
17,88,63
18,87,64
19,87,64
20,85,64
21,88,67
22,88,64
23,91,66
24,89,66
25,92,64
26,92,66
27,92,66
28,93,62
29,94,63
30,94,62
31,94,63
32,95,63
33,94,61
34,95,61
35,94,60
36,97,60
37,97,63
38,96,59
39,95,58
40,95,62
41,94,61
42,93,63
43,91,63
44,89,63
45,86,64
46,83,64
47,81,66
48,77,67
49,76,67
50,75,68
51,72,70
52,70,71
53,68,71
54,66,73
55,64,73
56,65,73
57,60,73
58,62,73
59,61,74
60,60,73
61,59,74
62,62,74
63,62,75
64,63,75
65,63,74
66,63,74
67,63,74
68,63,74
69,64,73
70,66,73
71,64,74
72,65,74
73,66,72
74,66,70
75,67,69
76,68,68
77,70,65
78,70,63
79,70,62
80,74,60
81,74,61
82,75,58
83,74,58
84,80,61
85,83,60
86,89,60
87,91,57
88,95,58
89,97,61
90,102,60
91,105,59
92,109,61
93,111,60
94,112,59
95,113,58
96,110,60
97,112,58
98,111,60
99,111,61
100,108,59
101,106,62
102,104,63
103,102,62
104,100,61
105,95,64
106,93,61
107,90,61
108,88,61
109,85,60
110,84,61
111,83,60
112,80,59
113,79,58
114,77,58
115,78,57
116,77,58
117,75,57
118,77,56
119,76,58
120,77,57
121,76,59
122,76,56
123,76,58
124,75,59
125,75,58
126,75,57
127,75,56
128,74,57
129,74,58
130,74,59
131,75,57
132,74,56
133,73,58
134,73,57
135,73,57
136,74,55
137,73,55
138,76,56
139,77,56
140,77,56
141,78,56
142,79,56
143,80,56
144,79,55
145,80,55
146,81,56
147,82,57
148,82,55
149,82,55
150,82,55
151,82,55
152,82,53
153,82,53
154,83,54
155,82,54
156,82,54
157,83,55
158,83,54
159,83,56
160,82,55
161,81,56
162,82,56
163,82,56
164,81,56
165,82,58
166,83,60
167,83,60
168,84,61
169,83,60
170,85,60
171,85,61
172,85,63
173,85,64
174,86,65
175,86,67
176,87,66
177,85,64
178,85,65
179,86,66
180,86,66
181,87,65
182,87,67
183,88,67
184,88,68
185,90,69
186,91,68
187,93,70
188,94,71
189,93,70
190,94,74
191,96,76
192,97,76
193,97,77
194,101,78
195,102,79
196,102,81
197,104,83
198,106,83
199,106,83
200,109,86
201,109,85
202,112,87
203,115,87
204,114,88
205,117,86
206,118,86
207,118,85
208,119,81
209,119,80
210,117,76
211,116,74
212,111,74
213,106,71
214,102,71
215,95,70
216,93,66
217,87,66
218,83,65
219,80,63
220,77,63
221,72,63
222,70,64
223,67,63
224,65,63
225,62,62
226,62,64
227,61,64
228,61,65
229,61,65
230,61,65
231,62,65
232,64,66
233,67,67
234,71,68
235,74,70
236,76,71
237,79,69
238,80,70
239,83,70
240,86,69
241,87,71
242,88,70
243,91,70
244,91,72
245,92,72
246,92,71
247,93,72
248,93,71
249,92,70
250,91,67
251,89,69
252,88,66
253,86,66
254,85,67
255,84,66
256,85,66
